family_root,product_handle,sku,title,vendor,finish_name,was_tagged_primary,family_size,family_finishes_json_truncated
ATL:138,atlas-homewares-138-bb-hammered-medallion-knob-1-1,ATL-138-BB,Hammered Medallion Knob 1 1/2'' Burnished Bronze 138-BB,Atlas Homewares,Burnished Bronze,yes,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-138-o-hammered-medallion-knob-1-1""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-138-bb-hammered-medallion-knob-1-1""},{""name"":""Pewter"",""hand..."
ATL:138,atlas-homewares-138-o-hammered-medallion-knob-1-1,ATL-138-O,Hammered Medallion Knob 1 1/2'' Aged Bronze 138-O,Atlas Homewares,Aged Bronze,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-138-o-hammered-medallion-knob-1-1""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-138-bb-hammered-medallion-knob-1-1""},{""name"":""Pewter"",""hand..."
ATL:138,atlas-homewares-138-p-hammered-medallion-knob-1-1,ATL-138-P,Hammered Medallion Knob 1 1/2'' Pewter 138-P,Atlas Homewares,Pewter,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-138-o-hammered-medallion-knob-1-1""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-138-bb-hammered-medallion-knob-1-1""},{""name"":""Pewter"",""hand..."
ATL:138,atlas-homewares-138-r-hammered-medallion-knob-1-1,ATL-138-R,Hammered Medallion Knob 1 1/2'' Rust 138-R,Atlas Homewares,Rust,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-138-o-hammered-medallion-knob-1-1""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-138-bb-hammered-medallion-knob-1-1""},{""name"":""Pewter"",""hand..."
ATL:138,atlas-homewares-138-vb-hammered-medallion-knob-1-1,ATL-138-VB,Hammered Medallion Knob 1 1/2'' Venetian Bronze 138-VB,Atlas Homewares,Venetian Bronze,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-138-o-hammered-medallion-knob-1-1""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-138-bb-hammered-medallion-knob-1-1""},{""name"":""Pewter"",""hand..."
ATL:140,atlas-homewares-140-brn-limited-editions-scroll-knob-1-1,ATL-140-BRN,Limited Editions Scroll Knob 1 1/2'' Brushed Nickel 140-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-140-brn-limited-editions-scroll-knob-1-1""},{""name"":""Pewter"",""handle"":""atlas-homewares-140-p-limited-editions-scroll-knob-1-1""},{""name"":""Polished ..."
ATL:140,atlas-homewares-140-ch-limited-editions-scroll-knob-1-1,ATL-140-CH,Limited Editions Scroll Knob 1 1/2'' Polished Chrome 140-CH,Atlas Homewares,Polished Chrome,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-140-brn-limited-editions-scroll-knob-1-1""},{""name"":""Pewter"",""handle"":""atlas-homewares-140-p-limited-editions-scroll-knob-1-1""},{""name"":""Polished ..."
ATL:140,atlas-homewares-140-p-limited-editions-scroll-knob-1-1,ATL-140-P,Limited Editions Scroll Knob 1 1/2'' Pewter 140-P,Atlas Homewares,Pewter,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-140-brn-limited-editions-scroll-knob-1-1""},{""name"":""Pewter"",""handle"":""atlas-homewares-140-p-limited-editions-scroll-knob-1-1""},{""name"":""Polished ..."
ATL:142,atlas-homewares-142-bb-nautical,ATL-142-BB,Nautical/Ocean Starfish Knob 2'' Burnished Bronze 142-BB,Atlas Homewares,Burnished Bronze,yes,3,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-142-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-142-p-nautical""},{""name"":""Verdigris"",""handle"":""atlas-homewares-142-v-nautical""}]"
ATL:142,atlas-homewares-142-p-nautical,ATL-142-P,Nautical/Ocean Starfish Knob 2'' Pewter 142-P,Atlas Homewares,Pewter,no,3,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-142-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-142-p-nautical""},{""name"":""Verdigris"",""handle"":""atlas-homewares-142-v-nautical""}]"
ATL:142,atlas-homewares-142-v-nautical,ATL-142-V,Nautical/Ocean Starfish Knob 2'' Verdigris 142-V,Atlas Homewares,Verdigris,no,3,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-142-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-142-p-nautical""},{""name"":""Verdigris"",""handle"":""atlas-homewares-142-v-nautical""}]"
ATL:143,atlas-homewares-143-bb-nautical,ATL-143-BB,Nautical/Ocean Clamshell Knob 2'' Burnished Bronze 143-BB,Atlas Homewares,Burnished Bronze,yes,3,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-143-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-143-p-nautical""},{""name"":""Verdigris"",""handle"":""atlas-homewares-143-v-nautical""}]"
ATL:143,atlas-homewares-143-p-nautical,ATL-143-P,Nautical/Ocean Clamshell Knob 2'' Pewter 143-P,Atlas Homewares,Pewter,no,3,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-143-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-143-p-nautical""},{""name"":""Verdigris"",""handle"":""atlas-homewares-143-v-nautical""}]"
ATL:143,atlas-homewares-143-v-nautical,ATL-143-V,Nautical/Ocean Clamshell Knob 2'' Verdigris 143-V,Atlas Homewares,Verdigris,no,3,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-143-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-143-p-nautical""},{""name"":""Verdigris"",""handle"":""atlas-homewares-143-v-nautical""}]"
ATL:184,atlas-homewares-184-o-nature-california-leaf-knob-2-1,ATL-184-O,Nature California Leaf Knob 2 1/2'' Aged Bronze 184-O,Atlas Homewares,Aged Bronze,yes,1,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-184-o-nature-california-leaf-knob-2-1""}]"
ATL:185,atlas-homewares-185-o-nature-california-leaf-pull-3-cc-aged-bronze,ATL-185-O,Nature California Leaf Pull 3'' cc Aged Bronze 185-O,Atlas Homewares,Aged Bronze,yes,1,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-185-o-nature-california-leaf-pull-3-cc-aged-bronze""}]"
ATL:190L,atlas-homewares-190l-bb-nautical,ATL-190L-BB,Nautical/Ocean Mermaid Knob Left 2 1/2'' Burnished Bronze 190L-BB,Atlas Homewares,Burnished Bronze,yes,2,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-190l-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-190l-p-nautical""}]"
ATL:190L,atlas-homewares-190l-p-nautical,ATL-190L-P,Nautical/Ocean Mermaid Knob Left 2 1/2'' Pewter 190L-P,Atlas Homewares,Pewter,no,2,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-190l-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-190l-p-nautical""}]"
ATL:190R,atlas-homewares-190r-bb-nautical,ATL-190R-BB,Nautical/Ocean Mermaid Knob Right 2 1/2'' Burnished Bronze 190R-BB,Atlas Homewares,Burnished Bronze,yes,2,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-190r-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-190r-p-nautical""}]"
ATL:190R,atlas-homewares-190r-p-nautical,ATL-190R-P,Nautical/Ocean Mermaid Knob Right 2 1/2'' Pewter 190R-P,Atlas Homewares,Pewter,no,2,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-190r-bb-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-190r-p-nautical""}]"
ATL:2106,atlas-homewares-2106-bb-nature-twig-pull-3-cc-burnished-bronze,ATL-2106-BB,Nature Twig Pull 3'' cc Burnished Bronze 2106-BB,Atlas Homewares,Burnished Bronze,yes,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2106-o-nature-twig-pull-3-cc-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2106-bb-nature-twig-pull-3-cc-burnished-bronze""},{""n..."
ATL:2106,atlas-homewares-2106-i-nature-twig-pull-3-cc-iron,ATL-2106-I,Nature Twig Pull 3'' cc Iron 2106-I,Atlas Homewares,Iron,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2106-o-nature-twig-pull-3-cc-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2106-bb-nature-twig-pull-3-cc-burnished-bronze""},{""n..."
ATL:2106,atlas-homewares-2106-no-nature-twig-pull-3-cc-pewter,ATL-2106-NO,Nature Twig Pull 3'' cc Pewter 2106-NO,Atlas Homewares,Pewter,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2106-o-nature-twig-pull-3-cc-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2106-bb-nature-twig-pull-3-cc-burnished-bronze""},{""n..."
ATL:2106,atlas-homewares-2106-o-nature-twig-pull-3-cc-aged-bronze,ATL-2106-O,Nature Twig Pull 3'' cc Aged Bronze 2106-O,Atlas Homewares,Aged Bronze,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2106-o-nature-twig-pull-3-cc-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2106-bb-nature-twig-pull-3-cc-burnished-bronze""},{""n..."
ATL:2106,atlas-homewares-2106-r-nature-twig-pull-3-cc-rust,ATL-2106-R,Nature Twig Pull 3'' cc Rust 2106-R,Atlas Homewares,Rust,no,5,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2106-o-nature-twig-pull-3-cc-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2106-bb-nature-twig-pull-3-cc-burnished-bronze""},{""n..."
ATL:215,atlas-homewares-215-brn-craftsman-modern-pull-5-1,ATL-215-BRN,Craftsman Modern Pull 5 1/2'' cc Brushed Nickel 215-BRN,Atlas Homewares,Brushed Nickel,yes,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-215-o-craftsman-modern-pull-5-1""},{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-215-brn-craftsman-modern-pull-5-1""},{""name"":""Venetian Bronze"",""..."
ATL:215,atlas-homewares-215-o-craftsman-modern-pull-5-1,ATL-215-O,Craftsman Modern Pull 5 1/2'' cc Aged Bronze 215-O,Atlas Homewares,Aged Bronze,no,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-215-o-craftsman-modern-pull-5-1""},{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-215-brn-craftsman-modern-pull-5-1""},{""name"":""Venetian Bronze"",""..."
ATL:215,atlas-homewares-215-vb-craftsman-modern-pull-5-1,ATL-215-VB,Craftsman Modern Pull 5 1/2'' cc Venetian Bronze 215-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-215-o-craftsman-modern-pull-5-1""},{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-215-brn-craftsman-modern-pull-5-1""},{""name"":""Venetian Bronze"",""..."
ATL:2173,atlas-homewares-2173-bb-nature-vineyard-grapes-knob-2-burnished-bronze,ATL-2173-BB,Nature Vineyard Grapes Knob 2'' Burnished Bronze 2173-BB,Atlas Homewares,Burnished Bronze,yes,4,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2173-o-nature-vineyard-grapes-knob-2-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2173-bb-nature-vineyard-grapes-knob-2-burnis..."
ATL:2173,atlas-homewares-2173-no-nature-vineyard-grapes-knob-2-pewter,ATL-2173-NO,Nature Vineyard Grapes Knob 2'' Pewter 2173-NO,Atlas Homewares,Pewter,no,4,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2173-o-nature-vineyard-grapes-knob-2-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2173-bb-nature-vineyard-grapes-knob-2-burnis..."
ATL:2173,atlas-homewares-2173-o-nature-vineyard-grapes-knob-2-aged-bronze,ATL-2173-O,Nature Vineyard Grapes Knob 2'' Aged Bronze 2173-O,Atlas Homewares,Aged Bronze,no,4,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2173-o-nature-vineyard-grapes-knob-2-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2173-bb-nature-vineyard-grapes-knob-2-burnis..."
ATL:2173,atlas-homewares-2173-r-nature-vineyard-grapes-knob-2-rust,ATL-2173-R,Nature Vineyard Grapes Knob 2'' Rust 2173-R,Atlas Homewares,Rust,no,4,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2173-o-nature-vineyard-grapes-knob-2-aged-bronze""},{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2173-bb-nature-vineyard-grapes-knob-2-burnis..."
ATL:2202,atlas-homewares-2202-o-nature-vineyard-leaf-pull-3-cc-aged-bronze,ATL-2202-O,Nature Vineyard Leaf Pull 3'' cc Aged Bronze 2202-O,Atlas Homewares,Aged Bronze,yes,1,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2202-o-nature-vineyard-leaf-pull-3-cc-aged-bronze""}]"
ATL:2203,atlas-homewares-2203-o-nature-vineyard-leaf-knob-2-aged-bronze,ATL-2203-O,Nature Vineyard Leaf Knob 2'' Aged Bronze 2203-O,Atlas Homewares,Aged Bronze,yes,1,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2203-o-nature-vineyard-leaf-knob-2-aged-bronze""}]"
ATL:2204,atlas-homewares-2204-brn-nautical,ATL-2204-BRN,Nautical/Ocean Fish Knob 2 1/4'' Brushed Nickel 2204-BRN,Atlas Homewares,Brushed Nickel,yes,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2204-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2204-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2204-r-nautical""},{""na..."
ATL:2204,atlas-homewares-2204-no-nautical,ATL-2204-NO,Nautical/Ocean Fish Knob 2 1/4'' Pewter 2204-NO,Atlas Homewares,Pewter,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2204-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2204-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2204-r-nautical""},{""na..."
ATL:2204,atlas-homewares-2204-r-nautical,ATL-2204-R,Nautical/Ocean Fish Knob 2 1/4'' Rust 2204-R,Atlas Homewares,Rust,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2204-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2204-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2204-r-nautical""},{""na..."
ATL:2204,atlas-homewares-2204-vb-nautical,ATL-2204-VB,Nautical/Ocean Fish Knob 2 1/4'' Venetian Bronze 2204-VB,Atlas Homewares,Venetian Bronze,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2204-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2204-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2204-r-nautical""},{""na..."
ATL:2217,atlas-homewares-2217-brn-nautical,ATL-2217-BRN,Nautical/Ocean Fish Pull 3'' cc Brushed Nickel 2217-BRN,Atlas Homewares,Brushed Nickel,yes,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2217-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2217-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2217-r-nautical""},{""na..."
ATL:2217,atlas-homewares-2217-no-nautical,ATL-2217-NO,Nautical/Ocean Fish Pull 3'' cc Pewter 2217-NO,Atlas Homewares,Pewter,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2217-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2217-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2217-r-nautical""},{""na..."
ATL:2217,atlas-homewares-2217-r-nautical,ATL-2217-R,Nautical/Ocean Fish Pull 3'' cc Rust 2217-R,Atlas Homewares,Rust,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2217-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2217-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2217-r-nautical""},{""na..."
ATL:2217,atlas-homewares-2217-vb-nautical,ATL-2217-VB,Nautical/Ocean Fish Pull 3'' cc Venetian Bronze 2217-VB,Atlas Homewares,Venetian Bronze,no,4,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-2217-brn-nautical""},{""name"":""Pewter"",""handle"":""atlas-homewares-2217-no-nautical""},{""name"":""Rust"",""handle"":""atlas-homewares-2217-r-nautical""},{""na..."
ATL:2231,atlas-homewares-2231-bb-nature-bamboo-pull-3-cc-burnished-bronze,ATL-2231-BB,Nature Bamboo Pull 3'' cc Burnished Bronze 2231-BB,Atlas Homewares,Burnished Bronze,no,5,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2231-bb-nature-bamboo-pull-3-cc-burnished-bronze""},{""name"":""Pewter"",""handle"":""atlas-homewares-2231-no-nature-bamboo-pull-3-cc-pewter""},{""name"":..."
ATL:2231,atlas-homewares-2231-ch-nature-bamboo-pull-3-cc-polished-chrome,ATL-2231-CH,Nature Bamboo Pull 3'' cc Polished Chrome 2231-CH,Atlas Homewares,Polished Chrome,yes,5,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2231-bb-nature-bamboo-pull-3-cc-burnished-bronze""},{""name"":""Pewter"",""handle"":""atlas-homewares-2231-no-nature-bamboo-pull-3-cc-pewter""},{""name"":..."
ATL:2231,atlas-homewares-2231-no-nature-bamboo-pull-3-cc-pewter,ATL-2231-NO,Nature Bamboo Pull 3'' cc Pewter 2231-NO,Atlas Homewares,Pewter,no,5,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2231-bb-nature-bamboo-pull-3-cc-burnished-bronze""},{""name"":""Pewter"",""handle"":""atlas-homewares-2231-no-nature-bamboo-pull-3-cc-pewter""},{""name"":..."
ATL:2231,atlas-homewares-2231-r-nature-bamboo-pull-3-cc-rust,ATL-2231-R,Nature Bamboo Pull 3'' cc Rust 2231-R,Atlas Homewares,Rust,no,5,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2231-bb-nature-bamboo-pull-3-cc-burnished-bronze""},{""name"":""Pewter"",""handle"":""atlas-homewares-2231-no-nature-bamboo-pull-3-cc-pewter""},{""name"":..."
ATL:2231,atlas-homewares-2231-vb-nature-bamboo-pull-3-cc-venetian-bronze,ATL-2231-VB,Nature Bamboo Pull 3'' cc Venetian Bronze 2231-VB,Atlas Homewares,Venetian Bronze,no,5,"[{""name"":""Burnished Bronze"",""handle"":""atlas-homewares-2231-bb-nature-bamboo-pull-3-cc-burnished-bronze""},{""name"":""Pewter"",""handle"":""atlas-homewares-2231-no-nature-bamboo-pull-3-cc-pewter""},{""name"":..."
ATL:2237,atlas-homewares-2237-no-craftsman-square-knob-1-1,ATL-2237-NO,Craftsman Square Knob 1 1/4'' Pewter 2237-NO,Atlas Homewares,Pewter,no,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2237-o-craftsman-square-knob-1-1""},{""name"":""Pewter"",""handle"":""atlas-homewares-2237-no-craftsman-square-knob-1-1""},{""name"":""Venetian Bronze"",""handle""..."
ATL:2237,atlas-homewares-2237-o-craftsman-square-knob-1-1,ATL-2237-O,Craftsman Square Knob 1 1/4'' Aged Bronze 2237-O,Atlas Homewares,Aged Bronze,yes,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2237-o-craftsman-square-knob-1-1""},{""name"":""Pewter"",""handle"":""atlas-homewares-2237-no-craftsman-square-knob-1-1""},{""name"":""Venetian Bronze"",""handle""..."
ATL:2237,atlas-homewares-2237-vb-craftsman-square-knob-1-1,ATL-2237-VB,Craftsman Square Knob 1 1/4'' Venetian Bronze 2237-VB,Atlas Homewares,Venetian Bronze,no,3,"[{""name"":""Aged Bronze"",""handle"":""atlas-homewares-2237-o-craftsman-square-knob-1-1""},{""name"":""Pewter"",""handle"":""atlas-homewares-2237-no-craftsman-square-knob-1-1""},{""name"":""Venetian Bronze"",""handle""..."
ATL:226,atlas-homewares-226-bl-dap-round-knob-2-matte-black,ATL-226-BL,Dap Round Knob 2'' Matte Black 226-BL,Atlas Homewares,Matte Black,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-226-brn-dap-round-knob-2-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-226-bl-dap-round-knob-2-matte-black""},{""name"":""Polished..."
ATL:226,atlas-homewares-226-brn-dap-round-knob-2-brushed-nickel,ATL-226-BRN,Dap Round Knob 2'' Brushed Nickel 226-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-226-brn-dap-round-knob-2-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-226-bl-dap-round-knob-2-matte-black""},{""name"":""Polished..."
ATL:226,atlas-homewares-226-ch-dap-round-knob-2-polished-chrome,ATL-226-CH,Dap Round Knob 2'' Polished Chrome 226-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-226-brn-dap-round-knob-2-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-226-bl-dap-round-knob-2-matte-black""},{""name"":""Polished..."
ATL:227,atlas-homewares-227-bl-dap-square-knob-2-matte-black,ATL-227-BL,Dap Square Knob 2'' Matte Black 227-BL,Atlas Homewares,Matte Black,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-227-brn-dap-square-knob-2-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-227-bl-dap-square-knob-2-matte-black""},{""name"":""Polish..."
ATL:227,atlas-homewares-227-brn-dap-square-knob-2-brushed-nickel,ATL-227-BRN,Dap Square Knob 2'' Brushed Nickel 227-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-227-brn-dap-square-knob-2-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-227-bl-dap-square-knob-2-matte-black""},{""name"":""Polish..."
ATL:227,atlas-homewares-227-ch-dap-square-knob-2-polished-chrome,ATL-227-CH,Dap Square Knob 2'' Polished Chrome 227-CH,Atlas Homewares,Polished Chrome,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-227-brn-dap-square-knob-2-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-227-bl-dap-square-knob-2-matte-black""},{""name"":""Polish..."
ATL:228,atlas-homewares-228-bl-dap-cone-knob-1-matte-black,ATL-228-BL,Dap Cone Knob 1'' Matte Black 228-BL,Atlas Homewares,Matte Black,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-228-brn-dap-cone-knob-1-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-228-bl-dap-cone-knob-1-matte-black""},{""name"":""Polished C..."
ATL:228,atlas-homewares-228-brn-dap-cone-knob-1-brushed-nickel,ATL-228-BRN,Dap Cone Knob 1'' Brushed Nickel 228-BRN,Atlas Homewares,Brushed Nickel,no,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-228-brn-dap-cone-knob-1-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-228-bl-dap-cone-knob-1-matte-black""},{""name"":""Polished C..."
ATL:228,atlas-homewares-228-ch-dap-cone-knob-1-polished-chrome,ATL-228-CH,Dap Cone Knob 1'' Polished Chrome 228-CH,Atlas Homewares,Polished Chrome,yes,3,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-228-brn-dap-cone-knob-1-brushed-nickel""},{""name"":""Matte Black"",""handle"":""atlas-homewares-228-bl-dap-cone-knob-1-matte-black""},{""name"":""Polished C..."
ATL:229-BLK,atlas-homewares-229-blk-brn-spa-black-round-knob-1-1,ATL-229-BLK-BRN,Spa Black Round Knob 1 1/4'' Brushed Nickel 229-BLK-BRN,Atlas Homewares,Brushed Nickel,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-229-blk-brn-spa-black-round-knob-1-1""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-229-blk-ch-spa-black-round-knob-1-1""}]"
ATL:229-BLK,atlas-homewares-229-blk-ch-spa-black-round-knob-1-1,ATL-229-BLK-CH,Spa Black Round Knob 1 1/4'' Polished Chrome 229-BLK-CH,Atlas Homewares,Polished Chrome,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-229-blk-brn-spa-black-round-knob-1-1""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-229-blk-ch-spa-black-round-knob-1-1""}]"
ATL:229-BLU,atlas-homewares-229-blu-brn-spa-blue-round-knob-1-1,ATL-229-BLU-BRN,Spa Blue Round Knob 1 1/4'' Brushed Nickel 229-BLU-BRN,Atlas Homewares,Brushed Nickel,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-229-blu-brn-spa-blue-round-knob-1-1""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-229-blu-ch-spa-blue-round-knob-1-1""}]"
ATL:229-BLU,atlas-homewares-229-blu-ch-spa-blue-round-knob-1-1,ATL-229-BLU-CH,Spa Blue Round Knob 1 1/4'' Polished Chrome 229-BLU-CH,Atlas Homewares,Polished Chrome,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-229-blu-brn-spa-blue-round-knob-1-1""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-229-blu-ch-spa-blue-round-knob-1-1""}]"
ATL:229-GR,atlas-homewares-229-gr-brn-spa-green-round-knob-1-1,ATL-229-GR-BRN,Spa Green Round Knob 1 1/4'' Brushed Nickel 229-GR-BRN,Atlas Homewares,Brushed Nickel,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-229-gr-brn-spa-green-round-knob-1-1""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-229-gr-ch-spa-green-round-knob-1-1""}]"
ATL:229-GR,atlas-homewares-229-gr-ch-spa-green-round-knob-1-1,ATL-229-GR-CH,Spa Green Round Knob 1 1/4'' Polished Chrome 229-GR-CH,Atlas Homewares,Polished Chrome,no,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-229-gr-brn-spa-green-round-knob-1-1""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-229-gr-ch-spa-green-round-knob-1-1""}]"
ATL:230-BLK,atlas-homewares-230-blk-brn-spa-black-square-knob-1-3,ATL-230-BLK-BRN,Spa Black Square Knob 1 3/8'' Brushed Nickel 230-BLK-BRN,Atlas Homewares,Brushed Nickel,yes,2,"[{""name"":""Brushed Nickel"",""handle"":""atlas-homewares-230-blk-brn-spa-black-square-knob-1-3""},{""name"":""Polished Chrome"",""handle"":""atlas-homewares-230-blk-ch-spa-black-square-knob-1-3""}]"
